trial,accuracy,loss,precision,recall,f1
Trial 222,0.9399389209365456,0.2938380124490464,0.9410503409617083,0.9399389209365456,0.9399238218616037
Trial 223,0.9443501866304717,0.15709711487389516,0.9461072913553569,0.9443501866304717,0.9443153021106623
