trial,accuracy,loss,precision,recall,f1
Trial 224,0.9440108585001696,0.28687119955202667,0.9449429703659038,0.9440108585001696,0.9437898413928141
Trial 225,0.9528333898880217,0.1363499136922883,0.9531948622806359,0.9528333898880217,0.9527849667974814
