trial,accuracy,loss,precision,recall,f1
Trial 218,0.9497794367153037,0.1427370502932985,0.950418015434127,0.9497794367153037,0.9497240061756057
Trial 219,0.9501187648456056,0.1969726282052764,0.9504029540072949,0.9501187648456056,0.9501322148700608
Trial 220,0.9457074991516796,0.19102212101028943,0.9464344882134288,0.9457074991516796,0.9458139598070158
